p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ANO4	3.61098946697858e-05	0.517696260819952	0.269	0.197	0.855298965148546	0	ANO4
SIRT2	3.6703508187229e-05	0.353262852486355	0.607	0.544	0.869359294922706	0	SIRT2
SYP	3.89287571383551e-05	0.327974395242321	0.412	0.335	0.92206654157908	0	SYP
TPPP	6.22506185709939e-05	0.362928792724946	0.447	0.36	1	0	TPPP
KLRC3	8.28379036963246e-05	0.286082518096944	0.56	0.478	1	0	KLRC3
LSS	8.48856083731239e-05	0.272409166270341	0.614	0.54	1	0	LSS
SLC25A36	8.69887386098183e-05	0.253212430400491	0.704	0.637	1	0	SLC25A36
PHB2	0.000103644148662801	0.269456172894896	0.679	0.611	1	0	PHB2
SLC24A4	0.000110244505543398	0.531708385893926	0.75	0.837	1	0	SLC24A4
SLC44A1	0.000113485535719846	0.261106750231169	0.551	0.477	1	0	SLC44A1
PPFIA2	0.000116776016651999	0.310211901916378	0.605	0.502	1	0	PPFIA2
KCNQ2	0.000129070279330924	0.300327113055713	0.51	0.421	1	0	KCNQ2
NLK	0.000149471965021418	0.251088592589682	0.366	0.286	1	0	NLK
FBXL13	0.000172150674989918	0.454064204125067	0.284	0.376	1	0	FBXL13
HSD17B7	0.000172703331097339	0.361351076502656	0.383	0.312	1	0	HSD17B7
CHRNA4	0.000184660704331369	0.294800983164122	0.298	0.225	1	0	CHRNA4
GNAO1	0.000195386803730191	0.262810422684691	0.747	0.683	1	0	GNAO1
RAP2A	0.00024155554900508	0.270172028659367	0.617	0.537	1	0	RAP2A
NENF	0.000319855278960075	0.448362903469826	0.289	0.221	1	0	NENF
LANCL1	0.000361715872732081	0.527906062005037	0.457	0.386	1	0	LANCL1
KLRC2	0.000385588506444915	0.256504748080952	0.524	0.449	1	0	KLRC2
PRKAR2B	0.000389611790316157	0.327263238823637	0.279	0.214	1	0	PRKAR2B
CNP	0.000389832410222767	0.579674973897457	0.835	0.788	1	0	CNP
BEST3	0.000447003627107913	0.353944488859894	0.488	0.428	1	0	BEST3
HMGCR	0.000457997934410797	0.307275345682401	0.662	0.599	1	0	HMGCR
TMEM126B	0.000554536908472955	0.311983661444064	0.43	0.353	1	0	TMEM126B
PAK3	0.000669141977758556	0.296279830877042	0.362	0.3	1	0	PAK3
CBR4	0.000691913820951712	0.393915727328831	0.527	0.452	1	0	CBR4
UGT8	0.000710820958572444	0.260817559274821	0.976	0.985	1	0	UGT8
TIMM10	0.000748099044592731	0.436005623781442	0.369	0.309	1	0	TIMM10
APLP1	0.000752099647083025	0.785818516756474	0.328	0.262	1	0	APLP1
HMOX2	0.000784175742220924	0.265876824371576	0.451	0.383	1	0	HMOX2
NUP35	0.000804253871545143	0.34752592137714	0.332	0.264	1	0	NUP35
ZDHHC9	0.000837964804147724	0.32761998910094	0.51	0.442	1	0	ZDHHC9
PIAS4	0.000844726768312314	0.487078326209915	0.274	0.219	1	0	PIAS4
CLDN11	0.000856187114922214	0.402894657276284	0.357	0.456	1	0	CLDN11
PKP4	0.000975807159489389	0.447801404924173	0.495	0.425	1	0	PKP4
CD99L2	0.00103468704648862	0.348479538738913	0.619	0.571	1	0	CD99L2
MZT2B	0.00108315509381588	0.322510334198457	0.311	0.25	1	0	MZT2B
ZNF204P	0.00126914584579344	0.432921676059304	0.24	0.32	1	0	ZNF204P
LYRM5	0.00157415531327497	0.364685224028721	0.389	0.333	1	0	LYRM5
TOR1B	0.00163977604789033	0.321755940096493	0.327	0.27	1	0	TOR1B
LOC100289495	0.00165828258514383	0.279549170111879	0.272	0.35	1	0	LOC100289495
NCDN	0.00178468836042644	0.25723732981202	0.417	0.353	1	0	NCDN
SHISA7	0.00180210888516723	0.271188526638586	0.497	0.425	1	0	SHISA7
PLOD3	0.00181477944886412	0.399833040700615	0.325	0.267	1	0	PLOD3
LINC00485	0.00197797531451965	0.741105787563661	0.731	0.806	1	0	LINC00485
AGAP1	0.00200829437973759	0.250648058654976	0.446	0.391	1	0	AGAP1
CDIPT	0.00209120685635144	0.317509335049524	0.276	0.219	1	0	CDIPT
TMEM38A	0.00216236389977445	0.479966750129851	0.308	0.389	1	0	TMEM38A
TYRO3	0.00225162651686407	0.4183894229098	0.396	0.338	1	0	TYRO3
ARHGAP33	0.00228136022274395	0.288263328591925	0.512	0.456	1	0	ARHGAP33
P4HTM	0.00256744223498124	0.262870484947593	0.4	0.336	1	0	P4HTM
RNF165	0.0027519055199855	0.320631606722595	0.342	0.277	1	0	RNF165
MAEA	0.00278415079356861	0.273513361791067	0.338	0.278	1	0	MAEA
ZNF767	0.00301664036432325	0.322039319343147	0.333	0.274	1	0	ZNF767
HDAC9	0.00336722883868109	0.332829872286011	0.289	0.237	1	0	HDAC9
IFIT3	0.00371384737322249	0.275475729522496	0.68	0.755	1	0	IFIT3
HDAC3	0.00401309300006692	0.309116960001178	0.316	0.263	1	0	HDAC3
C12orf76	0.00412559465326075	0.260042683264043	0.374	0.316	1	0	C12orf76
CSNK1G3	0.00430678903665843	0.374633209192235	0.34	0.286	1	0	CSNK1G3
TUSC3	0.00458919603980605	0.261012708660242	0.439	0.378	1	0	TUSC3
EHD3	0.00462669954665379	0.275998453906111	0.415	0.361	1	0	EHD3
PCCA	0.00474363127840298	0.282436632370981	0.32	0.265	1	0	PCCA
PIN4P1	0.00496029015394388	0.455835763150634	0.194	0.258	1	0	PIN4P1
RPS19BP1	0.00503710404031783	0.294880823325686	0.442	0.393	1	0	RPS19BP1
GOT1	0.00557049782552643	0.280827890376185	0.291	0.241	1	0	GOT1
OLA1	0.00591444053672653	0.336057603165271	0.679	0.656	1	0	OLA1
GLTP	0.00630713650485071	0.256751757122588	0.898	0.9	1	0	GLTP
DNM1P46	0.00662796066588932	0.363464014972366	0.196	0.255	1	0	DNM1P46
TIMM17B	0.00711254736980832	0.275325816419093	0.413	0.364	1	0	TIMM17B
PRAF2	0.00752792800046209	0.255394396200116	0.49	0.447	1	0	PRAF2
NQO1	0.00810762176645058	0.254450238890309	0.582	0.659	1	0	NQO1
MBOAT1	0.00824688515395975	0.469663363269801	0.952	0.974	1	0	MBOAT1
AATF	0.00888781348959389	0.280920126631923	0.4	0.352	1	0	AATF
FAM21A	0.00919293298420996	0.328251258827289	0.253	0.204	1	0	FAM21A
CDT1	0.00922743102758717	0.390788000440948	0.274	0.342	1	0	CDT1
LOC100216479	0.00926718401270039	0.400208501863437	0.306	0.385	1	0	LOC100216479
CHCHD6	0.00963519381915558	0.289252658732784	0.33	0.276	1	0	CHCHD6
SNX22	7.7509637540552e-08	0.342030927453753	0.885	0.797	0.00183589327478552	1	SNX22
SOX8	5.97633926936042e-07	0.379526262514671	0.802	0.686	0.0141555571934071	1	SOX8
PTPRS	7.68167862698644e-06	0.292306552954575	0.951	0.921	0.181948239958801	1	PTPRS
PTMA	1.03457121412878e-05	0.330658109041072	0.848	0.79	0.245048537778542	1	PTMA
LOC90834	1.08610644805734e-05	0.501432771306737	0.974	0.928	0.257255173286861	1	LOC90834
ECT21	1.352031437752e-05	0.27829380464839	0.842	0.736	0.320242166345938	1	ECT2
DCUN1D2	5.36659959137709e-05	0.417823228029055	0.917	0.862	1	1	DCUN1D2
IGFBPL1	6.1963455410863e-05	0.49910156490031	0.655	0.559	1	1	IGFBPL1
SOX2-OT	7.29226527040864e-05	0.427701109042738	0.943	0.914	1	1	SOX2-OT
CD24	0.000116700033887249	0.328300126099113	0.931	0.857	1	1	CD24
AFMID	0.000125159697086867	0.278079651515907	0.819	0.729	1	1	AFMID
ICMT	0.000154884040557079	0.310560317085895	0.698	0.581	1	1	ICMT
ANP32A-IT1	0.000166562332972564	0.250186175986732	0.796	0.714	1	1	ANP32A-IT1
CXorf36	0.000253457810474609	0.571190006267255	0.773	0.668	1	1	CXorf36
KLRC21	0.00040541599465083	0.385051613289459	0.54	0.453	1	1	KLRC2
ZNF765	0.000424452503085462	0.25668864685395	0.609	0.487	1	1	ZNF765
RPL34	0.000424469695057031	0.329617000425289	0.925	0.894	1	1	RPL34
INSR	0.000429109655834087	0.316690768375778	0.75	0.694	1	1	INSR
HNRNPH11	0.00044356017173202	0.381416248241187	0.997	0.992	1	1	HNRNPH1
VSTM4	0.000452972260982627	0.353199104766542	0.925	0.892	1	1	VSTM4
RSAD2	0.00045925137398168	0.658039378871918	0.273	0.191	1	1	RSAD2
MRTO4	0.000466705015326278	0.486836323313401	0.684	0.557	1	1	MRTO4
NAIF1	0.000475047926563966	0.390215916517176	0.555	0.463	1	1	NAIF1
LPPR11	0.000584602347851841	0.2700546662541	0.802	0.749	1	1	LPPR1
CTBP1	0.00061033228203491	0.401940573240509	0.77	0.733	1	1	CTBP1
CD82	0.000640965251871479	0.431667119315022	0.902	0.855	1	1	CD82
SET	0.00066483049200976	0.284118356352281	0.951	0.947	1	1	SET
SPDYE5	0.000866528297751425	0.278695554030548	0.934	0.895	1	1	SPDYE5
FAM161A	0.00106314676617237	0.305994583361253	0.776	0.67	1	1	FAM161A
CAMK2N1	0.00119512540575461	0.675393953411824	0.374	0.296	1	1	CAMK2N1
LUC7L3	0.00123940243304822	0.277579138776224	0.934	0.913	1	1	LUC7L3
FLJ41200	0.00148368389479955	0.528692261612831	0.307	0.229	1	1	FLJ41200
SERINC5	0.00149465472787471	0.333660150714188	0.819	0.751	1	1	SERINC5
LOC728558	0.00149487587833468	0.296622523571903	0.925	0.845	1	1	LOC728558
OMG	0.00150387372549968	0.382557089909895	0.672	0.628	1	1	OMG
DDIT3	0.00155966413173116	0.250626406667055	0.25	0.351	1	1	DDIT3
APOC1P1	0.00165405301149052	0.613938398631637	0.365	0.28	1	1	APOC1P1
PDE6B	0.00182545457154642	0.298835740515116	0.517	0.431	1	1	PDE6B
LOC100131347	0.00185800591681547	0.355132687029483	0.296	0.22	1	1	LOC100131347
CHD7	0.00186880806617143	0.258456572867185	0.885	0.842	1	1	CHD7
FAM76A	0.00192708971547282	0.423528427547292	0.365	0.275	1	1	FAM76A
SPAST	0.00204665175292942	0.388706860721322	0.925	0.884	1	1	SPAST
PHLDB1	0.00206427373046337	0.372320309319174	0.626	0.566	1	1	PHLDB1
NRIP2	0.00229657374645785	0.732908876759747	0.408	0.332	1	1	NRIP2
LINC00663	0.00262509136173299	0.323705954874322	0.713	0.633	1	1	LINC00663
OCLN	0.00330860579081398	0.782149243450153	0.897	0.818	1	1	OCLN
ITIH5	0.0035857524729454	0.641719926004533	0.667	0.598	1	1	ITIH5
ZMYM5	0.00375975423803638	0.401403964549124	0.782	0.691	1	1	ZMYM5
NDUFS2	0.00423981353397552	0.26981414905073	0.684	0.659	1	1	NDUFS2
FRRS1	0.00430181349743987	0.36521078001446	0.693	0.602	1	1	FRRS1
DLL31	0.00432408869277146	0.298046298201867	0.652	0.576	1	1	DLL3
NANOS1	0.00454291014631574	0.271792382808967	0.293	0.225	1	1	NANOS1
CCR6	0.00462263631830481	0.314976382605543	0.73	0.665	1	1	CCR6
DFFA	0.00469374115632185	0.363199479899064	0.983	0.961	1	1	DFFA
BRD3	0.00472868514796769	0.499838642433138	0.819	0.806	1	1	BRD3
ZNF563	0.00481197055387386	0.708724791706108	0.408	0.315	1	1	ZNF563
RRP15	0.00516380083922187	0.282838520250657	0.882	0.839	1	1	RRP15
MPL	0.00555065277526722	0.4022145635036	0.621	0.526	1	1	MPL
ZNF114	0.00562301775735197	0.334005066029034	0.724	0.643	1	1	ZNF114
DPYSL2	0.00600152385164733	0.304699751171922	0.971	0.965	1	1	DPYSL2
DNMBP-AS11	0.0060280779497266	0.453191052087393	0.489	0.399	1	1	DNMBP-AS1
SOX4	0.00621830041484799	0.411922455046685	0.845	0.813	1	1	SOX4
SREK1IP1	0.0062914556697754	0.34863881698268	0.638	0.576	1	1	SREK1IP1
RBM6	0.00654720629545857	0.399717452420679	0.934	0.937	1	1	RBM6
TRIM59	0.00703804599347147	0.546798735585883	0.704	0.641	1	1	TRIM59
ASCL1	0.00729291985098842	0.260916139056157	0.621	0.58	1	1	ASCL1
PCDH11Y	0.00729323867708465	0.366354804446369	0.905	0.846	1	1	PCDH11Y
RFC2	0.00730987631687597	0.515446629516549	0.773	0.728	1	1	RFC2
RAB31	0.00745846027228928	0.253685359694368	0.931	0.965	1	1	RAB31
C1orf56	0.00749626748616544	0.637502765362493	0.667	0.604	1	1	C1orf56
SLC25A4	0.00770452563969221	0.282643843659409	0.79	0.734	1	1	SLC25A4
HSBP1	0.00794514144057808	0.311882319716002	0.842	0.831	1	1	HSBP1
LINC00643	0.00797753411695244	0.437571006353711	0.641	0.556	1	1	LINC00643
MANSC1	0.00831115083140162	0.315480001932158	0.555	0.475	1	1	MANSC1
TRAPPC2	0.00846727031689708	0.431196011009768	0.997	0.974	1	1	TRAPPC2
CCDC113	0.00853173173869214	0.375293166457281	0.81	0.733	1	1	CCDC113
FYN	4.38073044661728e-08	0.356441356852361	0.783	0.653	0.00103761981358577	2	FYN
ORC3	2.63768735282318e-05	0.49144990308492	0.621	0.505	0.624762626389697	2	ORC3
DEAF1	3.00007371376946e-05	0.557312478884967	0.331	0.23	0.710597459843434	2	DEAF1
ST7	4.90693658123197e-05	0.436680922214753	0.51	0.401	1	2	ST7
ST8SIA3	7.0037412803084e-05	0.329885728494929	0.641	0.529	1	2	ST8SIA3
RGMB	7.67116375188176e-05	0.269691931530724	0.814	0.715	1	2	RGMB
TTC3P1	8.51153703927799e-05	0.304919050146081	0.328	0.227	1	2	TTC3P1
FERMT1	0.000108453344840895	0.2679102514673	0.786	0.687	1	2	FERMT1
C5orf56	0.000132107051744518	0.722886185090323	0.276	0.183	1	2	C5orf56
TRIM11	0.000143213602655178	0.312828552224152	0.276	0.185	1	2	TRIM11
PAICS	0.000158343982942428	0.447225576647768	0.831	0.782	1	2	PAICS
TARS2	0.000202462018774671	0.26969831723997	0.79	0.72	1	2	TARS2
VSTM2A	0.000229582936204957	0.252140566889973	0.552	0.443	1	2	VSTM2A
GAD1	0.00027603367825414	0.282707526181329	0.566	0.458	1	2	GAD1
NT5C3	0.000303251206656232	0.337863627583015	0.555	0.454	1	2	NT5C3
LINGO1	0.000419589944614801	0.267511146140152	0.6	0.488	1	2	LINGO1
LONP1	0.000419752452954071	0.277291877197787	0.414	0.322	1	2	LONP1
ABHD4	0.000420731943216699	0.251148079510452	0.483	0.379	1	2	ABHD4
THY1	0.00047333574696043	0.270656885213119	0.779	0.7	1	2	THY1
PSMB7	0.000492996931171757	0.257000949961902	0.766	0.682	1	2	PSMB7
B3GALNT1	0.000506830786806919	0.292535356726065	0.338	0.245	1	2	B3GALNT1
CCDC132	0.000569895839092659	0.369117125188133	0.41	0.302	1	2	CCDC132
TFG	0.000602426214109154	0.256281402351342	0.683	0.567	1	2	TFG
RTN4IP1	0.000614203197732028	0.319165626638908	0.283	0.201	1	2	RTN4IP1
BRD8	0.000788039360244166	0.260675853045559	0.838	0.765	1	2	BRD8
MARK3	0.000820514710676013	0.419681292034931	0.434	0.357	1	2	MARK3
KCTD6	0.000933014188435381	0.442421328653384	0.307	0.227	1	2	KCTD6
ITGB1BP1	0.0010276294380986	0.355470043231873	0.403	0.321	1	2	ITGB1BP1
EMG1	0.00104433279600639	0.402650461597235	0.348	0.26	1	2	EMG1
CRB1	0.00109199409799366	0.331785335080906	0.631	0.544	1	2	CRB1
KCNIP3	0.0010963521586924	0.357493158739844	0.579	0.475	1	2	KCNIP3
FAM104B	0.00115382700673978	0.386773358105291	0.276	0.196	1	2	FAM104B
FUNDC2	0.00124566429433741	0.264406265515992	0.669	0.591	1	2	FUNDC2
MAD2L2	0.00133304535660147	0.33369776753891	0.345	0.259	1	2	MAD2L2
TNPO3	0.0014284050175395	0.269014824765824	0.517	0.421	1	2	TNPO3
ECHS1	0.00151057449016295	0.304097290873071	0.521	0.432	1	2	ECHS1
TMEM136	0.00153267748118371	0.270072474682915	0.89	0.833	1	2	TMEM136
GAP43	0.001538538227578	0.27771010112029	0.555	0.49	1	2	GAP43
ERGIC1	0.0016263742072202	0.341590217969502	0.486	0.385	1	2	ERGIC1
ADAM22	0.00169133967841403	0.457126246192736	0.662	0.575	1	2	ADAM22
NSRP1	0.00171345847013249	0.343116503504107	0.572	0.493	1	2	NSRP1
PFN2	0.00176163400204451	0.277687389915072	0.855	0.766	1	2	PFN2
HSD3B7	0.00183941854877012	0.570773486076568	0.252	0.175	1	2	HSD3B7
C1D	0.00210319585166078	0.301029135116719	0.369	0.291	1	2	C1D
MRPL54	0.00228661078527045	0.294860228358015	0.359	0.277	1	2	MRPL54
CYP2D6	0.0024325127409475	0.260933225913235	0.276	0.2	1	2	CYP2D6
NAP1L5	0.00258789005474277	0.290696822465462	0.279	0.203	1	2	NAP1L5
KIF2A	0.00264716737461829	0.337022820741488	0.71	0.655	1	2	KIF2A
HINT2	0.00289368556198311	0.332520415078914	0.431	0.356	1	2	HINT2
S100A6	0.00305916709523829	0.335855580709664	0.424	0.332	1	2	S100A6
C19orf53	0.00348739843556686	0.347142401272543	0.507	0.418	1	2	C19orf53
NUPL2	0.00350044222529097	0.266682947491914	0.476	0.379	1	2	NUPL2
MAPK8IP1	0.00361245534885288	0.292897184908643	0.559	0.474	1	2	MAPK8IP1
YEATS4	0.00394890839574334	0.312676399022949	0.297	0.225	1	2	YEATS4
ELP3	0.00421473791066381	0.282010019847928	0.562	0.482	1	2	ELP3
SLC36A11	0.00461614018872407	0.335259968337853	0.345	0.271	1	2	SLC36A1
GTF3A	0.00493220543989785	0.270591651148125	0.452	0.367	1	2	GTF3A
ASH2L	0.0050944449317019	0.376429505606234	0.383	0.311	1	2	ASH2L
PRPF19	0.00527463203842435	0.27026253372801	0.286	0.216	1	2	PRPF19
GTF2IRD2	0.00528612350717066	0.491144515042756	0.366	0.293	1	2	GTF2IRD2
UHRF1	0.00547513503960859	0.349920931216452	0.514	0.435	1	2	UHRF1
IL1RAPL1	0.00556973488142264	0.358163124510523	0.407	0.33	1	2	IL1RAPL1
C1orf21	0.00573051462413839	0.254670912266704	0.548	0.471	1	2	C1orf21
MRPL15	0.00601131714024956	0.264390459739156	0.417	0.342	1	2	MRPL15
PCNA	0.00618107071032991	0.305286092424682	0.369	0.29	1	2	PCNA
G6PC3	0.00667737132272569	0.265461575010319	0.528	0.46	1	2	G6PC3
COL4A3BP	0.00668264186267269	0.312658358335362	0.386	0.307	1	2	COL4A3BP
SHC31	0.00675729557097601	0.310775344075787	0.507	0.432	1	2	SHC3
PRKY	0.00693586837867204	0.422251443207852	0.362	0.28	1	2	PRKY
BCYRN1	0.00700714832675384	0.34284649108285	0.686	0.622	1	2	BCYRN1
VPS18	0.0072534775392992	0.283203565427459	0.279	0.203	1	2	VPS18
NUDT2	0.00737291463260456	0.342722839520157	0.31	0.239	1	2	NUDT2
ATMIN	0.00813150074230232	0.510294115058156	0.262	0.203	1	2	ATMIN
PEX10	0.00841042501188841	0.267515316058179	0.29	0.223	1	2	PEX10
GOLGA4	0.00867819700803001	0.301147744934673	0.676	0.603	1	2	GOLGA4
NACC2	0.00955542364476187	0.337254676688173	0.424	0.354	1	2	NACC2
MRPL17	0.00992522932894374	0.326951489704421	0.266	0.201	1	2	MRPL17
TP533	4.46811737594431e-179	2.16670923867113	0.997	0.462	1.05831828166617e-174	3	TP53
CCND2	4.89735530580241e-16	0.654665666014303	0.855	0.745	1.15998757773236e-11	3	CCND2
STMN2	4.56485678602383e-15	0.521138959417528	0.64	0.404	1.08123197833761e-10	3	STMN2
CD241	7.55707921850237e-15	0.396074527720626	0.946	0.856	1.78996978369447e-10	3	CD24
SOX41	4.16579610947604e-14	0.280929470805091	0.943	0.802	9.86710466490496e-10	3	SOX4
GRIK2	9.14861003892948e-14	0.359943849884996	0.943	0.809	2.16693977382084e-09	3	GRIK2
HNRNPA1	5.39480831161162e-13	0.368060860859496	0.991	0.956	1.27781429668833e-08	3	HNRNPA1
MIAT1	1.18290400161333e-11	0.53898382693274	0.77	0.593	2.80182641822133e-07	3	MIAT
SCN3A	1.97791018499119e-11	0.306426730795685	0.814	0.622	4.68487806417012e-07	3	SCN3A
NCOR2	9.35732739672804e-11	0.447305998948401	0.849	0.736	2.216376567189e-06	3	NCOR2
FAM110B	1.64926186782075e-10	0.387021651900858	0.94	0.795	3.90644166012022e-06	3	FAM110B
ZNF84	4.34537229380419e-10	0.483344340718792	0.659	0.518	1.02924488151046e-05	3	ZNF84
EIF4B	5.68841050627188e-10	0.386398906378969	0.937	0.853	1.34735691251556e-05	3	EIF4B
SPHKAP	9.0322506301367e-10	0.605064848625184	0.615	0.44	2.13937888425418e-05	3	SPHKAP
MEST	1.72393136367494e-09	0.445837059763257	0.83	0.698	4.08330382800047e-05	3	MEST
DPYSL3	2.57624514089959e-09	0.391396009816829	0.852	0.714	6.10209424073478e-05	3	DPYSL3
LPHN3	2.92363743295771e-09	0.336218628064436	0.7	0.532	6.92492762370362e-05	3	LPHN3
RGR	2.93233962167747e-09	0.409648685823101	0.59	0.417	6.94553962790525e-05	3	RGR
FZD3	2.933046481359e-09	0.309555267095011	0.918	0.908	6.94721389574694e-05	3	FZD3
SNHG1	3.8386479996765e-09	0.311919247691899	0.804	0.671	9.09222165203376e-05	3	SNHG1
EGFR	6.3661061657432e-09	0.393240963110405	0.868	0.746	0.000150787590641793	3	EGFR
CORO1C	6.67101670452197e-09	0.293037455049609	0.849	0.732	0.000158009701663307	3	CORO1C
RPS23	1.20134726410661e-08	0.284207690299655	0.978	0.95	0.000284551112976291	3	RPS23
DSEL	1.32800525005318e-08	0.437843543738389	0.94	0.923	0.000314551323527595	3	DSEL
SYNE2	1.42300692760111e-08	0.303308739561968	0.855	0.716	0.0003370534208716	3	SYNE2
